transaction_id,customer_id,transaction_date,transaction_type,amount,balance_after,merchant_category,location,description,channel,currency,status
TXN_00008138,CUST_001914,2024-12-22 20:51:18,Purchase,-100.59,15282.87257,Grocery,West Ethan,Reason hot low. Side summer body number.,Branch,USD,Completed
TXN_00008139,CUST_000941,2025-08-07 15:43:23,Deposit,1060.65,212.7568427,Gas,Baxterberg,Truth democratic special. On again land brother.,Mobile App,USD,Completed
TXN_00008140,CUST_004414,2023-08-15 22:27:13,Withdrawal,-449.48,31871.03729,Other,Allisonville,School bank director former.,Mobile App,USD,Completed
TXN_00008141,CUST_001765,2025-04-24 03:45:20,Deposit,309.25,34233.2908,Entertainment,Hubbardtown,To ok traditional person feel tough.,Online,USD,Completed
TXN_00008142,CUST_002353,2024-11-22 23:15:56,Purchase,-79.48,24538.42348,Transfer,Wardbury,Accept difference certainly marriage.,Online,USD,Pending
TXN_00008143,CUST_003691,2023-08-25 18:18:05,Transfer,-753.24,24698.00939,Grocery,East Allisonburgh,Ground pass way parent enter.,Online,USD,Completed
TXN_00008144,CUST_001244,2024-12-26 14:53:56,Transfer,-277.68,1862.188416,Entertainment,Port Toddstad,Meet wife relationship daughter red.,Online,USD,Pending
TXN_00008145,CUST_002103,2023-12-29 03:59:16,Payment,-357.49,31471.45408,Gas,Gomeztown,Space blood there.,Branch,USD,Completed
TXN_00008146,CUST_000731,2024-08-06 18:40:16,Withdrawal,-723,29278.86487,ATM,Lake Kevin,Smile information serve wonder audience.,Mobile App,USD,Completed
TXN_00008147,CUST_000724,2024-09-03 10:02:05,Purchase,-568.88,35576.52283,Shopping,New Waynefort,Success spend fast pass maintain whole laugh.,Mobile App,USD,Completed
TXN_00008148,CUST_000660,2025-01-19 18:37:49,Transfer,-1985.12,15736.59123,Grocery,Leefort,Law few Democrat yet face.,Mobile App,USD,Pending
TXN_00008149,CUST_003383,2025-04-11 10:59:45,Withdrawal,-942.88,14492.34829,Shopping,Transide,Response mind add medical travel police.,Branch,USD,Completed
TXN_00008150,CUST_003476,2024-06-01 18:23:04,Transfer,-249.75,18227.69458,Restaurant,Maryview,Director raise land another.,Branch,USD,Completed
TXN_00008151,CUST_003431,2023-10-15 23:50:02,Transfer,-4.17,24349.22634,ATM,Phelpsside,Fall head include include.,Online,USD,Completed
TXN_00008152,CUST_003586,2024-09-12 20:53:10,Withdrawal,-221.76,36228.26478,Other,New Sandra,Travel wind nor spend. Other change debate only.,ATM,USD,Completed
TXN_00008153,CUST_001111,2025-01-21 22:17:50,Withdrawal,-217.88,30128.67285,Restaurant,Lake Benjamin,Fast down red seven child laugh a.,Online,USD,Failed
TXN_00008154,CUST_001592,2023-09-15 14:34:54,Purchase,-34.93,18102.39597,Shopping,Christopherton,Official miss read sing.,Online,USD,Completed
TXN_00008155,CUST_002735,2025-02-20 22:37:58,Deposit,391.01,48874.97994,Restaurant,Lake Joseph,One expert support.,Online,USD,Completed
TXN_00008156,CUST_003973,2024-08-21 08:59:12,Withdrawal,-844.98,24643.21263,Transfer,Mikeside,War edge fight.,Branch,USD,Completed
TXN_00008157,CUST_002750,2024-10-07 05:27:48,Payment,-235.36,8057.441295,Grocery,Jilltown,Company leg into land.,ATM,USD,Completed
TXN_00008158,CUST_003891,2025-05-30 19:32:01,Deposit,206.93,7482.227293,Shopping,Port Mark,Place from cause prevent.,Branch,USD,Completed
TXN_00008159,CUST_003714,2025-04-04 05:49:05,Deposit,380.56,19676.66753,Grocery,Carlfurt,Culture factor blue ready beautiful.,Online,USD,Completed
TXN_00008160,CUST_003439,2024-09-25 00:49:39,Deposit,99.8,10425.46114,Gas,Adamsville,Yard focus time throughout. Sign prepare across.,Mobile App,USD,Completed
TXN_00008161,CUST_004149,2023-09-03 03:32:37,Withdrawal,-451.04,12778.54309,Transfer,Patrickfort,Think add card leg drive rather media the.,Online,USD,Completed
TXN_00008162,CUST_001870,2024-09-18 09:00:40,Withdrawal,-5.91,1439.608749,ATM,West Morgan,Quality explain toward increase.,Online,USD,Completed
TXN_00008163,CUST_002166,2023-12-09 05:26:54,Transfer,-1434,38609.55385,Restaurant,Erinchester,Best everything size store although nation job.,Online,USD,Completed
TXN_00008164,CUST_001113,2024-06-10 07:17:31,Purchase,-43.71,4464.957368,Transfer,East Travisshire,Eye parent middle author enough network respond.,ATM,USD,Completed
TXN_00008165,CUST_002996,2023-09-29 02:50:20,Transfer,-537.01,25083.00779,Other,Debbiechester,Raise shoulder travel life traditional answer.,Mobile App,USD,Completed
TXN_00008166,CUST_002119,2023-12-25 16:30:36,Transfer,-801.87,17733.14382,Transfer,Nicoleside,Number month term pull morning close.,Online,USD,Pending
TXN_00008167,CUST_002264,2024-07-19 12:00:35,Withdrawal,-201.64,17134.22004,Other,Jessicaview,Term against wonder big throughout audience yet.,ATM,USD,Completed
TXN_00008168,CUST_002481,2024-12-11 23:37:36,Transfer,-678.82,20972.91727,Transfer,East Elizabeth,Laugh certainly traditional way herself truth.,Mobile App,USD,Completed
TXN_00008169,CUST_004229,2025-07-16 02:21:08,Deposit,1140.08,36890.34789,Shopping,New Laura,Quality increase subject range generation eight.,Branch,USD,Completed
TXN_00008170,CUST_004604,2023-11-24 19:26:13,Withdrawal,-670.06,38239.22835,Shopping,East Laurenbury,Employee if blue account natural central.,Online,USD,Completed
TXN_00008171,CUST_001201,2024-12-02 18:26:14,Transfer,-1294.75,44441.59227,Other,Haleville,Unit generation far be campaign.,Mobile App,USD,Completed
TXN_00008172,CUST_000404,2024-09-25 01:03:07,Transfer,-46.09,31491.16036,Shopping,New Stephanie,Exactly across economic thought whose its.,Online,USD,Completed
TXN_00008173,CUST_003282,2025-01-30 07:41:57,Payment,-179.05,44108.30949,Gas,Robertmouth,Prove major former.,Online,USD,Completed
TXN_00008174,CUST_004694,2024-02-12 23:44:15,Withdrawal,-814.96,13165.70615,Shopping,Brianstad,Share either protect shoulder.,Branch,USD,Completed
TXN_00008175,CUST_002584,2024-03-18 02:30:13,Withdrawal,-731.33,6169.982458,Entertainment,Webbfort,Sign technology give every available.,Mobile App,USD,Completed
TXN_00008176,CUST_004437,2023-10-16 22:53:42,Purchase,-350.97,29318.47116,Restaurant,Port Danielshire,Small others speech south successful this.,Mobile App,USD,Completed
TXN_00008177,CUST_004335,2025-07-29 20:47:25,Purchase,-79.78,4910.338953,Entertainment,North Nicolehaven,As range simple including occur right.,Online,USD,Completed
TXN_00008178,CUST_002945,2024-11-22 15:30:27,Transfer,-308.47,35081.15565,Gas,Carsonmouth,Follow story effect election explain data system.,ATM,USD,Completed
TXN_00008179,CUST_000703,2024-07-13 23:31:42,Transfer,-148.09,6797.93083,Grocery,East Dean,Week PM include civil.,Mobile App,USD,Pending
TXN_00008180,CUST_003513,2025-04-20 00:05:36,Transfer,-299.33,32650.60615,Transfer,South Jessica,Ten century marriage here so beyond.,Online,USD,Completed
TXN_00008181,CUST_004236,2025-02-24 10:04:33,Transfer,-67.41,35778.95683,Transfer,Port Megan,Return cause message control stay compare.,Online,USD,Completed
TXN_00008182,CUST_003463,2023-12-14 22:58:40,Transfer,-1973.88,27223.29129,Transfer,North Clifford,Important live drive deal read.,ATM,USD,Completed
TXN_00008183,CUST_001289,2023-08-20 07:08:51,Payment,-347.99,46271.35694,Shopping,South Dawnton,Across fact opportunity likely speech old arrive.,Branch,USD,Completed
TXN_00008184,CUST_002324,2024-02-17 18:41:02,Purchase,-82.26,8400.906984,Healthcare,East Sarah,Story sign else beautiful matter.,Online,USD,Completed
TXN_00008185,CUST_001826,2025-02-24 16:08:58,Transfer,-1550.4,23801.34559,Gas,Danielfort,Field agency both nice bill red accept.,Online,USD,Completed
TXN_00008186,CUST_002062,2025-02-16 10:22:49,Purchase,-574.69,6969.888795,Shopping,Simontown,Administration store poor item there.,Mobile App,USD,Completed
TXN_00008187,CUST_002353,2024-02-17 06:47:10,Purchase,-25.56,35710.81807,Other,West Anthonyberg,Thought well in financial.,Online,USD,Completed
TXN_00008188,CUST_002537,2023-11-30 01:48:11,Payment,-94.58,18002.57214,Transfer,Lake Jeremy,Plant admit wish a speak.,ATM,USD,Completed
TXN_00008189,CUST_004269,2024-03-06 16:33:26,Withdrawal,-29.51,48342.02908,Gas,Port Bobby,Happy trade media national part five be.,ATM,USD,Completed
TXN_00008190,CUST_002589,2025-01-26 07:04:22,Deposit,72.59,10701.79334,Shopping,Josephville,Feel available step impact realize.,Branch,USD,Completed
TXN_00008191,CUST_003435,2023-11-22 20:16:54,Withdrawal,-608.25,39809.42126,Other,Chanstad,Third build good discussion see.,Mobile App,USD,Completed
TXN_00008192,CUST_003818,2025-04-12 20:33:40,ATM Withdrawal,-300,23683.19537,Transfer,Juliaton,There officer almost evidence face.,Online,USD,Failed
TXN_00008193,CUST_003679,2024-11-17 06:14:44,Withdrawal,-1376.24,35784.38379,Gas,New Pamelaport,One suddenly list region.,Mobile App,USD,Completed
TXN_00008194,CUST_002872,2023-09-14 08:41:59,Withdrawal,-223.31,26098.93088,Other,Melissatown,Huge because seat eight agreement support also.,Online,USD,Failed
TXN_00008195,CUST_004187,2023-11-08 21:00:20,Payment,-93.81,31002.50229,Entertainment,Garystad,Animal so word must thought majority data.,Online,USD,Completed
TXN_00008196,CUST_001720,2023-09-25 09:06:58,Payment,-621.49,15307.1608,Other,North Melindaport,Physical voice left cold.,Online,USD,Completed
TXN_00008197,CUST_004126,2025-07-06 06:13:26,Deposit,765.22,35296.27574,Restaurant,Jonesshire,Require back structure her must degree.,Branch,USD,Completed
TXN_00008198,CUST_000440,2023-12-26 06:11:59,Transfer,-79.44,30168.15421,Grocery,Kristenstad,Officer hour next voice girl coach real I.,Online,USD,Pending
TXN_00008199,CUST_000720,2025-03-04 03:26:09,Deposit,790.47,8595.600457,Shopping,Nguyenville,After fact thing big whatever might write.,Branch,USD,Completed
TXN_00008200,CUST_004149,2024-06-22 17:04:35,Payment,-372.57,44909.06606,Transfer,Andrehaven,Eat next involve check itself executive into.,ATM,USD,Completed
TXN_00008201,CUST_003918,2024-03-06 04:41:04,Withdrawal,-195.57,46511.83034,Grocery,Stacieburgh,Clearly thought record seven eye here ground.,Mobile App,USD,Completed
TXN_00008202,CUST_003520,2024-04-09 17:00:51,Withdrawal,-42.77,38318.6619,Shopping,Webbmouth,Interesting answer new talk.,Mobile App,USD,Completed
TXN_00008203,CUST_001476,2025-03-28 01:48:20,ATM Withdrawal,-300,4865.192081,Entertainment,Wallacefurt,Section bit science kitchen great age recently.,Branch,USD,Completed
TXN_00008204,CUST_002129,2024-03-05 18:38:13,Payment,-215.42,7716.306569,Entertainment,Savagemouth,Check compare new. Lay manage seek conference.,Mobile App,USD,Completed
TXN_00008205,CUST_003530,2025-05-31 18:17:38,Payment,-0.71,48584.71307,Healthcare,Morrischester,Ago sure go board book yourself authority.,Mobile App,USD,Pending
TXN_00008206,CUST_001427,2024-03-25 21:10:40,Withdrawal,-637.93,34430.93918,Gas,Wallaceland,Upon rather from computer man moment drug.,Branch,USD,Completed
TXN_00008207,CUST_003122,2024-12-24 17:33:12,Withdrawal,-182.75,40056.24568,Grocery,Butlerchester,List or protect second Democrat affect.,Mobile App,USD,Completed
TXN_00008208,CUST_000155,2024-04-15 02:51:40,Deposit,1372.71,30629.94528,Shopping,South Katelyn,Heavy most business year for style red she.,Branch,USD,Completed
TXN_00008209,CUST_001157,2024-07-28 13:49:41,Payment,-253.15,5042.249408,Other,Cummingsmouth,Face us happen young guy region.,Mobile App,USD,Completed
TXN_00008210,CUST_004876,2024-03-08 10:46:14,Purchase,-294.29,46838.95136,Shopping,New Sierra,Media section recently bank.,Mobile App,USD,Completed
TXN_00008211,CUST_001952,2024-01-16 13:36:08,Deposit,97.63,5706.05227,Grocery,East Mariaport,Well anyone policy majority country.,Online,USD,Completed
TXN_00008212,CUST_001341,2023-09-13 21:51:03,ATM Withdrawal,-300,21640.88385,Shopping,Shariview,Explain than tonight never century church.,ATM,USD,Completed
TXN_00008213,CUST_001290,2024-04-06 05:28:59,Transfer,-606.07,46794.9273,Shopping,Taylorport,End give good low where.,ATM,USD,Completed
TXN_00008214,CUST_003811,2023-11-29 18:29:49,Purchase,-138.65,40911.82076,Restaurant,Heatherborough,Prove far often eight story compare.,Online,USD,Completed
TXN_00008215,CUST_000064,2025-07-09 16:38:48,Transfer,-1484.14,34076.46039,Other,North Desiree,Him probably toward kind receive detail.,Mobile App,USD,Completed
TXN_00008216,CUST_003580,2024-06-05 13:49:09,Transfer,-138.12,38457.52362,Gas,New Oscarmouth,Congress police social policy never.,Branch,USD,Completed
TXN_00008217,CUST_000862,2025-07-21 10:09:42,Payment,-277.66,1729.417548,Transfer,East Christine,Finally throw catch sister life report.,ATM,USD,Completed
TXN_00008218,CUST_004046,2024-12-24 07:04:20,Deposit,1446.97,37381.29603,Restaurant,Anthonyshire,Expect almost body artist allow training if.,Online,USD,Completed
TXN_00008219,CUST_004418,2025-06-28 18:24:19,Purchase,-32.13,26999.52006,Grocery,South Ericmouth,Face sure science. Successful live wind trouble.,Mobile App,USD,Completed
TXN_00008220,CUST_002947,2024-10-07 08:24:11,Transfer,-573.21,44756.58885,Restaurant,Whiteview,First national clearly phone east name bank.,Online,USD,Completed
TXN_00008221,CUST_002425,2025-07-11 21:38:31,Payment,-27.23,389.4481837,Gas,West Christopher,President information force serious story.,Branch,USD,Completed
TXN_00008222,CUST_002968,2023-09-14 06:41:58,Transfer,-1181.54,12727.25789,Shopping,Katherineside,Keep even strategy any business ability.,Mobile App,USD,Completed
TXN_00008223,CUST_003697,2024-06-21 03:41:40,Payment,-52.24,16434.79067,Restaurant,East Mckenziehaven,Son his exactly professor friend camera.,Branch,USD,Failed
TXN_00008224,CUST_003989,2024-07-26 07:15:25,Payment,-15.76,44318.35031,Restaurant,West Scottbury,Here above far. Side data red bed worry chair PM.,ATM,USD,Completed
TXN_00008225,CUST_002137,2023-10-25 21:08:25,Transfer,-283.63,4264.156554,Shopping,North Kellyburgh,Continue result near less loss.,ATM,USD,Completed
TXN_00008226,CUST_002293,2025-06-08 05:19:50,Purchase,-161.23,9842.566517,Grocery,Jeannestad,Mention process west call feel.,Online,USD,Completed
TXN_00008227,CUST_002445,2024-08-31 18:43:06,Payment,-96.12,25148.37928,Gas,North Ashleybury,Treat friend control chair.,Online,USD,Completed
TXN_00008228,CUST_004456,2024-06-26 03:00:58,Payment,-31.41,42559.86798,Transfer,South Darryl,Finish million easy beautiful.,ATM,USD,Completed
TXN_00008229,CUST_001907,2025-04-06 10:36:57,Deposit,334.93,36658.14895,Transfer,New Joshua,Year better where remember seem important six.,ATM,USD,Completed
TXN_00008230,CUST_000402,2024-11-30 22:58:44,Payment,-277.05,23623.14514,Grocery,West Charles,Suddenly let involve positive see staff.,ATM,USD,Completed
TXN_00008231,CUST_001301,2024-01-20 20:30:12,Payment,-234.02,42541.01657,Transfer,West Claytonbury,So note any cause amount cut full.,Mobile App,USD,Completed
TXN_00008232,CUST_003926,2025-06-30 05:56:01,Transfer,-36.52,32642.99073,Other,South Allenside,Bring style chance key your story whole.,Mobile App,USD,Pending
TXN_00008233,CUST_001333,2024-04-23 12:30:26,Transfer,-585.19,19998.08409,Grocery,North Edwin,Catch owner company particularly himself stage.,ATM,USD,Completed
TXN_00008234,CUST_001738,2025-06-04 09:31:55,Transfer,-1482.73,34464.01829,Shopping,Curtisberg,His score perform fine fact join heavy.,Mobile App,USD,Completed
TXN_00008235,CUST_003329,2023-12-25 03:05:03,Withdrawal,-108.06,45755.53623,Grocery,Trevorshire,Onto next push as.,Branch,USD,Completed
TXN_00008236,CUST_001509,2025-06-12 18:47:54,Payment,-10.56,6012.290844,Transfer,East Kylemouth,Organization between purpose picture.,Online,USD,Completed
TXN_00008237,CUST_000465,2025-07-19 18:31:50,Transfer,-42.39,28687.61403,Other,Lake Christopherview,Road trade dark wrong investment job anyone.,Branch,USD,Pending
TXN_00008238,CUST_003412,2025-07-07 17:18:29,Transfer,-368.19,38602.97428,Gas,Lake Leah,Bed wait inside peace property hit give.,ATM,USD,Pending
TXN_00008239,CUST_001430,2025-03-22 04:41:55,Withdrawal,-17.82,2905.78658,Other,North Jeffreyhaven,Citizen focus up now. Radio most between word.,Online,USD,Completed
TXN_00008240,CUST_000288,2024-01-26 08:06:41,ATM Withdrawal,-60,46286.37665,Entertainment,East Nicholasville,Ten result start little but life.,Online,USD,Completed
TXN_00008241,CUST_003057,2025-01-13 19:48:56,ATM Withdrawal,-40,7732.963528,Transfer,Lake Johnview,Want care student economic seem late.,Online,USD,Completed
TXN_00008242,CUST_004883,2025-06-18 16:01:47,Purchase,-181.63,15281.89897,Shopping,Lake Heatherburgh,Culture sister stock morning age.,Online,USD,Completed
TXN_00008243,CUST_004030,2024-03-13 00:11:01,Deposit,388.42,38596.66611,Transfer,Janicemouth,Nor care wish free three expert every.,Branch,USD,Completed
TXN_00008244,CUST_004755,2025-01-14 09:10:23,Purchase,-149.75,16267.77401,Gas,West Crystal,Perhaps fly rate education.,Online,USD,Completed
TXN_00008245,CUST_000962,2023-10-06 05:49:17,Deposit,1419.68,40385.3736,Shopping,Rileyland,Home last news oil. Partner thus responsibility.,ATM,USD,Completed
TXN_00008246,CUST_003449,2025-03-05 20:21:32,Purchase,-28.65,18278.27419,Gas,Andrewbury,North director tonight most yes president.,Mobile App,USD,Completed
TXN_00008247,CUST_000498,2025-01-16 11:27:07,Transfer,-1331.61,5680.515592,Other,Lake Jonathanbury,Section maintain soldier during she.,Online,USD,Completed
TXN_00008248,CUST_002308,2023-08-22 19:50:18,Withdrawal,-638.97,25882.33345,Restaurant,Lowehaven,Result door although lawyer while.,ATM,USD,Completed
TXN_00008249,CUST_001676,2024-01-14 04:41:48,Withdrawal,-361.47,5472.44175,ATM,Blevinsfurt,Song full trade father behavior skin.,Mobile App,USD,Pending
TXN_00008250,CUST_004414,2023-12-23 19:54:34,Deposit,302.73,13465.92474,Gas,Mcknightchester,Watch as career.,Online,USD,Pending
TXN_00008251,CUST_003130,2025-05-20 06:02:12,Deposit,428.59,32704.80963,Restaurant,Thomasmouth,Card wide scene hard wide film.,Branch,USD,Completed
TXN_00008252,CUST_002927,2023-08-15 17:52:12,Deposit,643.61,1868.268689,Transfer,Lake Kathleen,Woman lot result game purpose eight.,Online,USD,Failed
TXN_00008253,CUST_004492,2025-07-14 08:03:05,Payment,-134.14,32333.13024,Grocery,West Pamela,Event provide position.,Online,USD,Completed
TXN_00008254,CUST_000747,2025-01-12 11:51:13,ATM Withdrawal,-60,16394.14569,Transfer,Joycefort,Group early movement also never. Term onto small.,ATM,USD,Completed
TXN_00008255,CUST_002063,2024-05-27 14:27:58,Transfer,-3006.12,3207.577697,Restaurant,Lake Kathryn,Last morning money whom.,ATM,USD,Completed
TXN_00008256,CUST_002133,2025-04-08 07:00:13,Payment,-358.02,16687.83993,Entertainment,Gonzalezview,Positive stuff itself whole Mrs mouth industry.,Mobile App,USD,Failed
TXN_00008257,CUST_000443,2024-05-14 08:37:44,Withdrawal,-10.47,14817.87524,Entertainment,North Nicole,Mr ground across have. Style accept get seek key.,Mobile App,USD,Completed
TXN_00008258,CUST_001547,2024-10-27 13:38:01,Purchase,-39.62,19822.12975,Grocery,Lake Casey,New growth break every when break.,ATM,USD,Completed
TXN_00008259,CUST_003338,2023-11-28 00:31:25,Withdrawal,-213.83,707.0868572,Other,Rebeccafurt,Both garden fight be together safe time.,Mobile App,USD,Completed
TXN_00008260,CUST_002487,2025-04-18 21:16:56,Transfer,-872.73,393.9275364,Shopping,Lake Joe,Especially idea than garden use.,ATM,USD,Pending
TXN_00008261,CUST_000636,2024-04-07 12:54:10,Payment,-270.7,28745.80618,Gas,North Patriciahaven,Now most success cover industry doctor political.,Online,USD,Completed
TXN_00008262,CUST_004185,2024-02-24 22:43:09,Transfer,-27.22,36331.85391,Grocery,New Jeromeland,Recognize professional leg bank mother.,Branch,USD,Completed
TXN_00008263,CUST_001764,2025-04-28 11:24:19,Payment,-168.12,42066.35645,Gas,Ramirezhaven,Sort education fly enter ahead attack grow.,Online,USD,Completed
TXN_00008264,CUST_004990,2023-11-18 04:04:55,Transfer,-157.93,32908.66167,Shopping,Erikaview,We area dinner point happy great bed.,ATM,USD,Completed
TXN_00008265,CUST_000640,2023-09-09 16:54:38,Withdrawal,-68.6,49562.7885,Transfer,Caldwellshire,Cause manage air expect thing whether cup.,Online,USD,Completed
TXN_00008266,CUST_002117,2025-05-13 02:02:16,Withdrawal,-688.54,25182.14619,Transfer,Port Angelaberg,Wind south sure forget wife team process.,Online,USD,Completed
TXN_00008267,CUST_002599,2024-11-12 03:14:52,Purchase,-42.76,27429.95814,Grocery,Lake Kyle,Person away free group.,Online,USD,Completed
TXN_00008268,CUST_002049,2023-10-26 06:11:31,Transfer,-1038.11,2473.367654,Grocery,Marquezshire,Impact old trade however woman discussion how.,Branch,USD,Completed
TXN_00008269,CUST_002266,2024-01-22 12:32:13,Purchase,-236.78,12062.50726,Entertainment,Robertville,Car right foreign company.,ATM,USD,Completed
TXN_00008270,CUST_003011,2024-02-18 01:02:09,Withdrawal,-1434.47,13382.26839,ATM,New Heatherchester,Development prove above.,Mobile App,USD,Completed
TXN_00008271,CUST_001150,2024-11-09 10:38:02,Deposit,1273.23,37719.78394,Other,Lake Stephaniebury,Its note grow deep.,Online,USD,Pending
TXN_00008272,CUST_001476,2024-08-14 20:35:16,Transfer,-946.48,35076.64129,Gas,Loristad,Key difficult especially deal deal.,Online,USD,Completed
TXN_00008273,CUST_004131,2023-09-17 07:39:50,Transfer,-1277.65,2458.727188,Other,New Theresa,Evening miss against world threat time.,Branch,USD,Completed
TXN_00008274,CUST_001491,2024-06-01 02:11:12,Withdrawal,-1201.87,46687.57744,Shopping,Andersonfurt,Crime so degree resource enough.,Mobile App,USD,Failed
TXN_00008275,CUST_002829,2025-07-20 06:07:38,Purchase,-16.32,36433.65204,Shopping,West Charlesview,Range team her work those bill.,Mobile App,USD,Completed
TXN_00008276,CUST_002221,2024-10-15 10:46:26,Transfer,-268.76,33442.45368,Gas,Hancockmouth,Military network goal grow play career great.,Online,USD,Completed
TXN_00008277,CUST_001084,2025-07-25 14:07:37,Transfer,-657.53,34352.31846,Shopping,Port Angela,Which fill firm leave.,Online,USD,Completed
TXN_00008278,CUST_002282,2023-08-27 12:09:39,Payment,-209.54,25060.25844,Restaurant,Kevinstad,Hit else ahead way TV.,Branch,USD,Completed
TXN_00008279,CUST_002276,2024-03-10 22:53:26,Payment,-282.13,13113.00878,Shopping,New Stephen,Worker buy this citizen three two.,Online,USD,Completed
TXN_00008280,CUST_002105,2025-02-07 13:04:35,Payment,-205.37,11859.65684,Grocery,North Kevinmouth,Two until want north teach miss.,ATM,USD,Completed
TXN_00008281,CUST_000964,2023-11-07 00:45:35,Withdrawal,-1524.4,40606.90976,Restaurant,Wrighthaven,Reflect history let sing open.,ATM,USD,Completed
TXN_00008282,CUST_003856,2023-10-07 03:33:38,Transfer,-118.17,23427.2316,Transfer,New Adamberg,Likely should them continue generation season.,Online,USD,Completed
TXN_00008283,CUST_004586,2025-07-18 03:22:58,Transfer,-305.08,27940.10871,Other,Jodyview,Ago various on. Difference party Mrs effect.,Mobile App,USD,Completed
TXN_00008284,CUST_001880,2023-08-30 00:52:28,Payment,-40.53,16833.88466,Transfer,West David,So effort medical gas may finally accept.,ATM,USD,Completed
TXN_00008285,CUST_003930,2023-12-22 13:30:24,Withdrawal,-23.88,45383.48646,Grocery,Woodville,Medical particular green claim establish.,Branch,USD,Completed
TXN_00008286,CUST_003134,2024-05-14 00:44:26,Payment,-275.98,9914.555194,Shopping,Munozborough,Camera film she paper lead check learn score.,Online,USD,Completed
TXN_00008287,CUST_004568,2025-07-14 06:13:15,ATM Withdrawal,-60,46529.29512,Gas,Dominiquestad,Attack decade point mind.,Branch,USD,Completed
TXN_00008288,CUST_002553,2024-09-14 14:59:23,Withdrawal,-520.47,28115.85989,Shopping,New Michelleside,Rest film finally.,ATM,USD,Completed
TXN_00008289,CUST_001492,2023-12-14 08:33:46,Transfer,-498.04,13673.1659,Other,Calvinside,Minute rock give level practice trade suggest.,Mobile App,USD,Completed
TXN_00008290,CUST_000997,2024-08-17 13:36:00,Withdrawal,-455.66,48153.88172,Shopping,Christopherfurt,Score road much would.,Branch,USD,Completed
TXN_00008291,CUST_000013,2024-12-28 15:08:17,Deposit,401.15,37588.32882,Other,New Cliffordville,Room adult gas event.,Online,USD,Pending
TXN_00008292,CUST_002151,2024-01-10 05:11:19,Transfer,-119.32,6548.790927,Transfer,Taylortown,Most painting TV social.,Mobile App,USD,Completed
TXN_00008293,CUST_003031,2024-03-13 23:56:50,Transfer,-309.49,48636.69303,ATM,Patriciaport,Crime kind religious our section opportunity ago.,Online,USD,Completed
TXN_00008294,CUST_000400,2023-11-13 18:49:33,Payment,-253.24,32771.26793,Shopping,Markhaven,So century nothing approach.,Mobile App,USD,Completed
TXN_00008295,CUST_003631,2023-10-21 20:46:10,Deposit,271.09,46395.98609,Entertainment,Williamsside,Early garden after money.,Online,USD,Completed
TXN_00008296,CUST_001504,2023-11-01 08:44:09,Purchase,-60.95,5647.113612,Entertainment,Lake Davidstad,Foreign bed oil money.,Branch,USD,Completed
TXN_00008297,CUST_000213,2025-07-08 20:18:35,Transfer,-1226.46,14178.22715,Shopping,North Teresa,Practice outside away investment summer.,Mobile App,USD,Completed
TXN_00008298,CUST_003591,2025-06-24 05:36:52,Deposit,727.8,33603.31543,Other,Lake Megan,Represent vote clear national couple.,Online,USD,Completed
TXN_00008299,CUST_004034,2023-08-13 09:13:26,Withdrawal,-1106.39,33482.41463,Transfer,Port Tyler,Recognize call form mean.,Online,USD,Pending
TXN_00008300,CUST_000281,2023-11-06 14:59:15,Purchase,-1,31837.19629,Healthcare,Castroville,Coach like win attention unit certain I.,Online,USD,Failed
TXN_00008301,CUST_004198,2023-09-09 02:55:23,Transfer,-525.35,2788.632574,Restaurant,Port Gina,Tend candidate part open.,ATM,USD,Completed
TXN_00008302,CUST_001246,2025-01-15 09:53:59,Payment,-95.45,15281.83095,Entertainment,East Heather,Painting factor bit close then blood.,Online,USD,Completed
TXN_00008303,CUST_000349,2025-07-29 15:15:28,Transfer,-323.22,33282.62901,Shopping,Brianville,Control per your single.,ATM,USD,Completed
TXN_00008304,CUST_003290,2024-01-24 21:41:19,Withdrawal,-78.71,2046.208598,ATM,East Garrett,Likely professional detail vote better.,ATM,USD,Completed
TXN_00008305,CUST_000208,2025-06-28 06:03:02,Withdrawal,-189.19,35065.7304,Transfer,West Dale,Hit course trade instead partner also its.,Online,USD,Completed
TXN_00008306,CUST_004396,2024-04-25 16:47:59,Transfer,-48.1,49458.87348,Healthcare,Matthewbury,Blue court main baby scene boy fly next.,Online,USD,Completed
TXN_00008307,CUST_000371,2024-09-08 13:06:58,Transfer,-292.67,36079.20824,Shopping,Johnsonland,Give though one during artist maybe house.,Mobile App,USD,Completed
TXN_00008308,CUST_004199,2024-05-19 17:49:24,Deposit,533.38,24979.38,Gas,North Tiffany,Back outside technology according live notice.,Online,USD,Completed
TXN_00008309,CUST_001417,2025-03-04 10:39:07,Withdrawal,-86.44,30194.45655,Transfer,New Leahbury,Wrong throughout change well baby.,ATM,USD,Pending
TXN_00008310,CUST_004815,2025-08-06 01:48:42,Withdrawal,-224.14,48824.2351,Shopping,Boyleburgh,Kind window result think size house stop reach.,Online,USD,Completed
TXN_00008311,CUST_003390,2024-06-13 17:00:35,Withdrawal,-19.57,16962.16988,Shopping,Williammouth,Hospital continue daughter billion.,ATM,USD,Completed
TXN_00008312,CUST_000959,2024-12-06 09:25:59,Payment,-208.77,37571.6768,Shopping,Timothytown,Rock include education law physical expert.,Branch,USD,Completed
